"id";"name";"date_added";"entity_type_id"
9886;"Outdoor Power Equipment Institute";"2017-04-24 21:56:58";8
9887;"Department of Homeland Security and the United States Coast";"2017-04-24 21:56:58";8
9888;"child car seats";"2017-04-24 21:56:59";4
9889;"noncommunicable diseases";"2017-04-24 21:56:59";30
9890;"team spokesman";"2017-04-24 21:57:02";3
9891;"energy player";"2017-04-24 21:57:02";3
9892;"Joel Armia";"2017-04-24 21:57:02";2
9893;"St. Louis Blues";"2017-04-24 21:57:03";10
9894;"St. Louis Blues";"2017-04-24 21:57:03";8
9895;"Ondrej Kase";"2017-04-24 21:57:03";2
9896;"Joel Edmundson";"2017-04-24 21:57:03";2
9897;"John Gibson";"2017-04-24 21:57:03";2
9898;"Toronto Maple Leafs";"2017-04-24 21:57:05";8
9899;"lower-body injury";"2017-04-24 21:57:05";30
9900;"The Ducks";"2017-04-24 21:57:05";23
9901;"energy player";"2017-04-24 21:57:05";4
9902;"David Krejci";"2017-04-24 21:57:09";2
9903;"energy production";"2017-04-24 21:57:13";4
9904;"prevalent natural gas";"2017-04-24 21:57:14";4
9905;"coal mining leases";"2017-04-24 21:57:14";4
9906;"EPA headquarters";"2017-04-24 21:57:14";13
9907;"Bob Murray";"2017-04-24 21:57:14";2
9908;"Kevin Cramer";"2017-04-24 21:57:16";2
9909;"greenhouse gas emissions limits";"2017-04-24 21:57:18";4
9910;"Andrew Cogliano";"2017-04-24 21:57:27";2
9911;"Attorney for the Southern District.";"2017-04-25 06:01:18";3
9912;"Campaign Legal Center";"2017-04-25 06:01:19";8
9913;"remaining U.S. Attorney";"2017-04-25 06:01:19";3
9914;"TransAm truck driver";"2017-04-25 06:01:28";3
9915;"Nebraskan senator";"2017-04-25 06:01:28";3
9916;"10th Circuit Court";"2017-04-25 06:01:28";8
9917;"Patrick Leahy";"2017-04-25 06:01:29";2
9918;"Endrew F. v. Douglas County";"2017-04-25 06:01:29";5
9919;"frozen trucker";"2017-04-25 06:01:29";3
9920;"Wednesday's Supreme Court";"2017-04-25 06:01:29";13
9921;"Alphonse Maddin";"2017-04-25 06:01:30";2
9922;"Dick Durbin";"2017-04-25 06:01:32";2
9923;"Coloradan judge";"2017-04-25 06:01:33";3
9924;"Harvard Law School";"2017-04-25 06:01:33";8
9925;"Endrew F. v. Douglas County School District";"2017-04-25 06:01:33";8
9926;"Dale Galipo";"2017-04-25 06:01:38";2
9927;"Jeff Page";"2017-04-25 06:01:38";2
9928;"Sergio Navas";"2017-04-25 06:01:39";2
9929;"Gary Fullerton";"2017-04-25 06:01:39";2
9930;"Chand Syed";"2017-04-25 06:01:39";2
9931;"rookie patrolman";"2017-04-25 06:01:39";3
9932;"Brian Van Gorden";"2017-04-25 06:01:40";2
9933;"Francisco Martinez";"2017-04-25 06:01:40";2
9934;"Mercury Sable";"2017-04-25 06:01:40";23
9935;"Sable";"2017-04-25 06:01:40";23
9936;"officer , ” one said";"2017-04-25 06:01:41";3
9937;"Charly Leundeu Keunang";"2017-04-25 06:01:42";2
9938;"Dan Stormer";"2017-04-25 06:01:42";2
9939;"Daniel Torres";"2017-04-25 06:01:42";2
9940;"U.S. Bureau of Labor Statistics";"2017-04-25 06:01:50";8
9941;"billionaire real estate mogul wants";"2017-04-25 06:01:51";4
9942;"John Harwood";"2017-04-25 06:01:51";2
9943;"University of Maryland";"2017-04-25 06:01:51";13
9944;"business news network";"2017-04-25 06:01:51";4
9945;"CNBC";"2017-04-25 06:01:52";1
9946;"Sami Vatanen";"2017-04-25 06:01:59";2
9947;"Jakob Silfverberg";"2017-04-25 06:01:59";2
9948;"Brayden McNabb";"2017-04-25 06:02:00";2
9949;"Cam Fowler";"2017-04-25 06:02:01";2
9950;"Jordan Nolan";"2017-04-25 06:02:01";2
9951;"Kings Coach Darryl Sutter";"2017-04-25 06:02:01";2
9952;"Philipp Grubauer";"2017-04-25 06:02:05";2
9953;"Jakub Vrana";"2017-04-25 06:02:05";2
9954;"Drew Doughty";"2017-04-25 06:02:05";2
9955;"Ben Bishop";"2017-04-25 06:02:05";2
9956;"Nicklas Backstrom";"2017-04-25 06:02:06";2
9957;"T.J. Oshie";"2017-04-25 06:02:06";2
9958;"Washington Capitals";"2017-04-25 06:02:07";8
9959;"Adrian Kempe";"2017-04-25 06:02:07";2
9960;"Kevin Shattenkirk";"2017-04-25 06:02:08";2
9961;"Alec Martinez";"2017-04-25 06:02:09";2
9962;"sprawled Kings goalie";"2017-04-25 06:02:09";3
9963;"Alex Ovechkin";"2017-04-25 06:02:09";2
9964;"Marcus Johansson";"2017-04-25 06:02:09";2
9965;"Matt Niskanen";"2017-04-25 06:02:09";2
9966;"Paris hotel";"2017-04-25 06:02:13";13
9967;"bank fraud";"2017-04-25 06:02:14";4
9968;"Koren Bell";"2017-04-25 06:02:14";2
9969;"Stanley Hsu";"2017-04-25 06:02:15";2
9970;"appropriate executive";"2017-04-25 06:02:18";3
9971;"The Animal Welfare Institute";"2017-04-25 06:02:23";13
9972;"Dena Jones";"2017-04-25 06:02:24";2
9973;"Animal Welfare Institute";"2017-04-25 06:02:24";8
9974;"farm animal program director";"2017-04-25 06:02:25";3
9975;"Martin Hanzal";"2017-04-25 06:02:29";2
9976;"Minnesota Wild";"2017-04-25 06:02:29";8
9977;"Trevor Lewis";"2017-04-25 06:02:29";2
9978;"Boston Bruins";"2017-04-25 06:02:34";8
9979;"Kevin Bieksa";"2017-04-25 06:02:38";2
9980;"Vancouver Canucks";"2017-04-25 06:02:38";8
9981;"Clayton Stoner";"2017-04-25 06:02:39";2
9982;"Patrick Eaves";"2017-04-25 06:02:39";1
9983;"Edmonton Oilers";"2017-04-25 06:02:39";8
9984;"Brock Boeser";"2017-04-25 06:02:39";2
9985;"Professional Hockey Writers’ Assn";"2017-04-25 06:02:39";8
9986;"Hampus Lindholm";"2017-04-25 06:02:40";2
9987;"Vancouver";"2017-04-25 06:02:40";7
9988;"Wes McCauley";"2017-04-25 06:02:40";2
9989;"Jacob Larsson";"2017-04-25 06:02:41";2
9990;"Jhonas Enroth";"2017-04-25 06:02:42";2
9991;"Darnell Nurse";"2017-04-25 06:02:42";2
9992;"emotional leader";"2017-04-25 06:02:46";3
9993;"hurt";"2017-04-25 06:02:46";30
9994;"injury I";"2017-04-25 06:02:47";30
9995;"Stanley Cup championships";"2017-04-25 06:02:47";18
9996;"issued new healthcare protections";"2017-04-25 06:02:52";4
9997;"Labor Department’s Occupational Safety and Health Administration";"2017-04-25 06:02:52";8
9998;"Trump entered the White House";"2017-04-25 06:02:53";22
9999;"online search histories";"2017-04-25 06:02:54";4
10000;"Security and Exchange Commission";"2017-04-25 06:02:54";8
10001;"workplace-related injuries";"2017-04-25 06:02:55";30
10002;"vice president of regulatory affairs";"2017-04-24 22:03:07";3
10003;"Amit Narang";"2017-04-24 22:03:08";2
10004;"director of Good Jobs Nation";"2017-04-24 22:03:09";3
10005;"Susan Dudley";"2017-04-24 22:03:09";2
10006;"additional contractor";"2017-04-24 22:03:09";3
10007;"seldom-used law";"2017-04-24 22:03:10";4
10008;"regulatory policy advocate";"2017-04-24 22:03:10";3
10009;"Joseph Geevarghese";"2017-04-24 22:03:10";2
10010;"Chemical Safety Board";"2017-04-24 22:03:11";8
10011;"White House’s office of Information and Regulatory Affairs";"2017-04-24 22:03:11";8
10012;"senior regulatory policy analyst";"2017-04-24 22:03:11";3
10013;"Magnus Paajarvi";"2017-04-24 22:05:57";2
10014;"Jake Allen";"2017-04-24 22:05:57";2
10015;"David Perron";"2017-04-24 22:05:59";2
10016;"law consumers";"2017-04-24 22:06:00";4
10017;"Brian Chesky";"2017-04-24 22:06:01";2
10018;"Nick Papas";"2017-04-24 22:06:02";2
10019;"House Judiciary Subcommittee on Regulatory Reform, Commercial and Antitrust Law";"2017-04-24 22:06:03";8
10020;"Harvard University";"2017-04-24 22:06:03";8
10021;"Food and Drug Administration";"2017-04-24 22:06:05";1
10022;"Women’s Voices";"2017-04-24 22:06:06";1
10023;"eye irritation";"2017-04-24 22:06:06";30
10024;"Environmental Working Group";"2017-04-24 22:06:06";1
10025;"cosmetic products";"2017-04-24 22:06:07";4
10026;"Tina Sigurdson";"2017-04-24 22:06:08";2
10027;"formaldehyde-releasing chemicals";"2017-04-24 22:06:08";4
10028;"nosebleeds";"2017-04-24 22:06:08";30
10029;"assistant general counsel";"2017-04-24 22:06:08";3
10030;"Action Institute";"2017-04-24 22:06:10";13
10031;"vice president of the Cause";"2017-04-24 22:06:12";3
10032;"Action Institute";"2017-04-24 22:06:12";8
10033;"Dublin";"2017-04-24 22:06:44";7
10034;"report.joe.mozingo@latimes.compaige.stjohn";"2017-04-24 22:06:44";6
10035;"Craigslist";"2017-04-24 22:06:44";1
10036;"Derick Ion Almena";"2017-04-24 22:06:44";2
10037;"Concord";"2017-04-24 22:06:44";7
10038;"MARSH";"2017-04-24 22:06:44";1
10039;"Carmen";"2017-04-24 22:06:45";2
10040;"Aunt Charlie’s Lounge";"2017-04-24 22:06:45";13
10041;"coffee broker";"2017-04-24 22:06:45";3
10042;"metal";"2017-04-24 22:06:45";4
10043;"Jay Marsh";"2017-04-24 22:06:46";2
10044;"Oakland museum";"2017-04-24 22:06:46";13
10045;"Grace Lovio";"2017-04-24 22:06:46";2
10046;"Joel Shanahan";"2017-04-24 22:06:46";1
10047;"Micah Allison";"2017-04-24 22:06:47";2
10048;"Jason McCarty";"2017-04-24 22:06:47";2
10049;"Nikki Kelber";"2017-04-24 22:06:47";2
10050;"Uber";"2017-04-24 22:06:47";7
10051;"Danielle Boudreaux";"2017-04-24 22:06:48";2
10052;"cat carrier";"2017-04-24 22:06:48";4
10053;"Home Depot";"2017-04-24 22:06:48";1
10054;"Anna Phillips";"2017-04-24 22:06:48";2
10055;"Alejandro Rodriguez";"2017-04-24 22:07:12";2
10056;"Ahilan Arulanantham";"2017-04-24 22:07:12";2
10057;"Court of Appeals";"2017-04-24 22:07:13";8
10058;"Committee on the Economy";"2017-04-24 22:07:19";8
10059;"Washington University School of Law";"2017-04-24 22:07:20";8
10060;"law degree";"2017-04-24 22:07:20";4
10061;"personal attorney";"2017-04-24 22:07:20";3
10062;"Carl Karcher";"2017-04-24 22:07:21";2
10063;"Job Creati";"2017-04-24 22:07:21";2
10064;"carl karcher";"2017-04-24 22:07:21";1
10065;"commercial trial lawyer";"2017-04-24 22:07:23";3
10066;"transition officer";"2017-04-24 22:07:23";3
10067;"Obama’s court";"2017-04-24 22:07:32";8
10068;"Regulatory Affairs and Federal Management Subcommittee on Homeland Security and Government Affairs";"2017-04-24 22:07:52";8
10069;"Julián Castro";"2017-04-24 22:07:53";2
10070;"National Traffic Safety Administration";"2017-04-24 22:07:53";8
10071;"glass-breaking tools";"2017-04-24 22:07:54";4
10072;"THURSDAYThe House Oversight and Government Reform Committee";"2017-04-24 22:07:54";8
10073;"Volkswagen";"2017-04-24 22:07:54";1
10074;"car efficiency rules";"2017-04-24 22:07:55";4
10075;"car occupants escape";"2017-04-24 22:07:56";4
10076;"FRIDAYThe House Oversight and Government Reform Subcommittee on Government Operations";"2017-04-24 22:08:05";8
10077;"RIGHT NOWObama administration";"2017-04-24 22:08:05";8
10078;"Ben Williamson";"2017-04-24 22:08:06";2
10079;"obscure law";"2017-04-24 22:08:08";4
10080;"Washington Examiner";"2017-04-24 22:08:08";2
10081;"Lisa MurkowskiLisa";"2017-04-24 22:08:55";2
10082;"Republican member";"2017-04-24 22:08:56";3
10083;"Jeffrey Epstein";"2017-04-24 22:08:57";2
10084;"Torrance Refining Co.";"2017-04-24 22:09:54";1
10085;"Al Muratsuchi";"2017-04-24 22:09:54";2
10086;"Kurt Weideman";"2017-04-24 22:09:54";2
10087;"the Daily Breeze";"2017-04-24 22:09:54";14
10088;"the two-year anniversary of a major explosion";"2017-04-24 22:09:55";24
10089;"PBF Energy Inc.";"2017-04-24 22:09:55";1
10090;"Exxon Mobil facility";"2017-04-24 22:09:55";13
10091;"Catherine Leys";"2017-04-24 22:09:55";2
10092;"Torrance City Council";"2017-04-24 22:09:56";8
10093;"Jeffrey Dill";"2017-04-24 22:09:56";2
10094;"chemical";"2017-04-24 22:09:56";23
10095;"hazardous chemical";"2017-04-24 22:09:56";4
10096;"chemical poses";"2017-04-24 22:09:56";4
10097;"Valero refinery";"2017-04-24 22:09:57";13
10098;"Torrance council";"2017-04-24 22:09:57";8
10099;"chemical causes blood";"2017-04-24 22:09:57";4
10100;"south coast air";"2017-04-24 22:09:57";1
10101;"Torrance refinery";"2017-04-24 22:09:58";13
10102;"Councilmen Tim Goodrich";"2017-04-24 22:09:58";2
10103;"U.S. Chemical Safety Board";"2017-04-24 22:09:59";8
10104;"Lake Balboa";"2017-04-24 22:10:05";15
10105;"Shane Hapuarachy";"2017-04-24 22:10:05";2
10106;"Los Angeles County district attorney’s office";"2017-04-24 22:10:06";8
10107;"back.richard.winton@latimes.comTwitter";"2017-04-24 22:10:06";6
10108;"said attorney";"2017-04-24 22:10:06";3
10109;"Luis Ramirez";"2017-04-24 22:10:06";2
10110;"John DeNove";"2017-04-24 22:10:07";2
10111;"Maria Delores Ramirez";"2017-04-24 22:10:07";2
10112;"Joshua Towe";"2017-04-24 22:10:07";2
10113;"Pacific Coast Highway";"2017-04-24 22:11:05";13
10114;"Orange County Superior Court";"2017-04-24 22:11:06";8
10115;"David Caouette";"2017-04-24 22:11:06";2
10116;"Victoria Buzzo";"2017-04-24 22:11:06";2
10117;"Michele Fast";"2017-04-24 22:11:07";2
10118;"Tom Stretz";"2017-04-24 22:11:07";2
10119;"would.”corina.knoll@latimes.com";"2017-04-24 22:11:07";6
10120;"Scott Dekraai";"2017-04-24 22:11:07";2
10121;"Laura Elody";"2017-04-24 22:11:07";2
10122;"Pacific Coast Highway";"2017-04-24 22:11:08";10
10123;"Tony Rackauckas";"2017-04-24 22:11:08";2
10124;"Orange County district attorney";"2017-04-24 22:11:08";3
10125;"Chelsea Huff";"2017-04-24 22:11:08";2
10126;"Lucia Kondas";"2017-04-24 22:11:08";2
10127;"Hattie";"2017-04-24 22:11:08";2
10128;"Christy Wilson";"2017-04-24 22:11:09";2
10129;"Michelle Fournier";"2017-04-24 22:11:09";2
10130;"Randy Fannin";"2017-04-24 22:11:09";2
10131;"Bowling Green State University";"2017-04-24 22:15:36";13
10132;"Bowling Green State University in Ohio";"2017-04-24 22:15:37";8
10133;"C. Walter Scott";"2017-04-24 22:15:37";2
10134;"James Ashby";"2017-04-24 22:15:37";2
10135;"associate professor of criminal justice";"2017-04-24 22:15:37";3
10136;"Rocky Ford";"2017-04-24 22:15:38";7
10137;"Philip Matthew Stinson";"2017-04-24 22:15:38";2
10138;"Savannah";"2017-04-24 22:15:38";7
10139;"smartphones";"2017-04-24 22:15:39";25
10140;"Michael Slager";"2017-04-24 22:15:41";2
10141;"tobacco product";"2017-04-24 22:15:50";4
10142;"Matthew Myers";"2017-04-24 22:15:52";2
10143;"smokeless products";"2017-04-24 22:15:53";4
10144;"Mary Schroeder";"2017-04-24 22:16:35";2
10145;"Jeremy Wagner";"2017-04-24 22:22:58";2
10146;"Andy Neiman";"2017-04-24 22:22:58";2
10147;"Honda";"2017-04-24 22:22:59";1
10148;"Boyle Heights";"2017-04-24 22:22:59";15
10149;"Arnoldo Casillas";"2017-04-24 22:22:59";2
10150;"report.kate.mather@latimes.com";"2017-04-24 22:22:59";6
10151;"police commissioner";"2017-04-24 22:22:59";3
10152;"Jose Mendez";"2017-04-24 22:23:00";2
10153;"Juan Mendez";"2017-04-24 22:23:00";2
10154;"LAPD spokesman";"2017-04-24 22:23:00";3
10155;"in-car cameras";"2017-04-24 22:23:00";4
10156;"Josue Merida";"2017-04-24 22:23:01";2
10157;"Marisa Gerber";"2017-04-24 22:23:01";2
10158;"Honda Accord";"2017-04-24 22:23:01";23
10159;"police car";"2017-04-24 22:23:01";4
10160;"stolen car";"2017-04-24 22:23:01";4
10161;"patrol car";"2017-04-24 22:23:01";4
10162;"Temple City";"2017-04-24 22:23:02";13
10163;"Steve Soboroff";"2017-04-24 22:23:02";2
10164;"second officer";"2017-04-24 22:23:03";3
10165;"metal pipe";"2017-04-24 22:23:07";4
10166;"commissioners.kate.mather@latimes.com";"2017-04-24 22:23:07";6
10167;"car-to-car shooting";"2017-04-24 22:23:07";4
10168;"less-lethal devices";"2017-04-24 22:23:07";4
10169;"LAPD detective";"2017-04-24 22:23:08";3
10170;"Shane Murphy Goldsmith";"2017-04-24 22:23:08";2
10171;"Hollenbeck police";"2017-04-24 22:23:11";8
10172;"ruben.vives@latimes.comFor";"2017-04-24 22:23:12";6
10173;"James Barragan";"2017-04-24 22:23:13";2
10174;"Mariachi Plaza";"2017-04-24 22:23:13";13
10175;"Hollenbeck police station";"2017-04-24 22:23:13";13
10176;"Jenny Houser";"2017-04-24 22:23:13";2
10177;"Los Angeles County coroner’s office";"2017-04-24 22:23:13";8
10178;"airline";"2017-04-24 22:23:22";4
10179;"offshore drilling regulatorTrump admin bans large electronics";"2017-04-24 22:23:22";4
10180;"electronics ban";"2017-04-24 22:23:23";4
10181;"House Energy and Commerce Subcommittee on Health";"2017-04-24 22:23:23";8
10182;"airline electronics";"2017-04-24 22:23:24";4
10183;"PBS";"2017-04-24 22:23:24";1
10184;"Trump's Air Force";"2017-04-24 22:23:24";8
10185;"banCompanies";"2017-04-24 22:23:26";1
10186;"Jack ReedJack";"2017-04-24 22:23:26";2
10187;"bad online behavior";"2017-04-24 22:23:26";4
10188;"smokeless tobacco products";"2017-04-24 22:23:27";4
10189;"Byron White";"2017-04-24 22:23:32";2
10190;"Columbia v. Heller";"2017-04-24 22:23:33";5
10191;"Oxford University";"2017-04-24 22:23:33";13
10192;"baseball";"2017-04-24 22:23:35";17
10193;"Phil Anschutz";"2017-04-24 22:23:36";2
10194;"campaign finance regulations";"2017-04-24 22:23:36";4
10195;"Oxford University";"2017-04-24 22:23:36";8
10196;"John Finnis";"2017-04-24 22:23:37";2
10197;"10th U.S. Circuit Court";"2017-04-24 22:23:37";8
10198;"dissertation supervisor";"2017-04-24 22:23:37";3
10199;"Terry Holliday";"2017-04-24 22:23:44";2
10200;"American Bankers Association";"2017-04-24 22:23:44";8
10201;"giving Department Secretary";"2017-04-24 22:23:44";3
10202;"powerful bank lobbyist";"2017-04-24 22:23:44";3
10203;"Mount Sinai";"2017-04-24 22:23:45";15
10204;"Air Force Scientific Advisory Board";"2017-04-24 22:23:45";8
10205;"regulatory policy advocate for Public Citizen.";"2017-04-24 22:23:45";3
10206;"liquefied natural gas";"2017-04-24 22:23:46";4
10207;"radiation";"2017-04-24 22:23:46";25
10208;"chemical substances";"2017-04-24 22:23:46";4
10209;"Bosch";"2017-04-24 22:23:46";1
10210;"space systems";"2017-04-24 22:23:47";4
10211;"CFPB";"2017-04-24 22:23:47";1
10212;"Frank Keating";"2017-04-24 22:23:47";2
10213;"unmanned aerial devices";"2017-04-24 22:23:48";4
10214;"REGS TODAYThe Obama administration";"2017-04-24 22:23:48";8
10215;"National Federation of Independent Business";"2017-04-24 22:23:50";8
10216;"TUESDAYThe House Veterans’ Affairs Committee";"2017-04-24 22:23:50";8
10217;"federal paid leave law";"2017-04-24 22:23:53";4
10218;"Democratic Whip";"2017-04-24 22:23:55";3
10219;"Barbara Mikulski";"2017-04-24 22:23:56";2
10220;"Department of Treasury";"2017-04-24 22:24:00";8
10221;"congressional audit";"2017-04-24 22:24:00";4
10222;"food growers";"2017-04-24 22:24:01";4
10223;"Senate Health, Education, Labor and Pension Committee";"2017-04-24 22:24:01";8
10224;"Patricia Buck";"2017-04-24 22:24:01";2
10225;"director of the Center for Foodborne Illness Research";"2017-04-24 22:24:01";3
10226;"executive director of the Center";"2017-04-24 22:24:02";3
10227;"nonprofit health insurance issuers";"2017-04-24 22:24:02";4
10228;"premarket approval applications";"2017-04-24 22:24:03";4
10229;"Jennifer Herbst";"2017-04-24 22:24:03";2
10230;"LIQUEFIED NATURAL GAS";"2017-04-24 22:24:03";1
10231;"House Veterans’ Affairs Committee";"2017-04-24 22:24:04";8
10232;"food supply";"2017-04-24 22:24:04";4
10233;"food regulation";"2017-04-24 22:24:04";4
10234;"Food Safety Administration";"2017-04-24 22:24:05";8
10235;"Quinnipiac University School of Law";"2017-04-24 22:24:05";8
10236;"Services Administration";"2017-04-24 22:24:05";8
10237;"law and medical sciences professor";"2017-04-24 22:24:05";3
10238;"Seth Stoughton";"2017-04-24 22:24:11";2
10239;"Department’s Lakewood Station";"2017-04-24 22:24:11";13
10240;"do.”ruben.vives@latimes.comFor";"2017-04-24 22:24:11";6
10241;"Obayashi";"2017-04-24 22:24:11";1
10242;"GERAGOS & GERAGOS";"2017-04-24 22:24:11";1
10243;"University of South Carolina";"2017-04-24 22:24:12";8
10244;"Xanax";"2017-04-24 22:24:12";23
10245;"Ben Meiselas";"2017-04-24 22:24:12";2
10246;"Los Angeles County Sheriff's Department";"2017-04-24 22:24:12";8
10247;"Florida police";"2017-04-24 22:24:12";8
10248;"Jeremy Fennell";"2017-04-24 22:24:13";2
10249;"Priscilla Anderson";"2017-04-24 22:24:13";2
10250;"Twitter.richard.winton@latimes.comALSOAt";"2017-04-24 22:24:14";6
10251;"Miami-Dade police";"2017-04-24 22:24:14";8
10252;"law enforcement attorney";"2017-04-24 22:24:14";3
10253;"nonprofit news site";"2017-04-24 22:24:14";4
10254;"Davis Letona";"2017-04-24 22:24:20";2
10255;"Yeon Lee";"2017-04-24 22:24:21";2
10256;"John Protopappas";"2017-04-24 22:24:21";2
10257;"improper gas vent";"2017-04-24 22:24:21";4
10258;"planning chief";"2017-04-24 22:24:21";3
10259;"city clerk";"2017-04-24 22:24:21";3
10260;"Jerry Brown";"2017-04-24 22:24:22";2
10261;"Greyhound bus depot";"2017-04-24 22:24:22";13
10262;"communications director for Schaaf";"2017-04-24 22:24:22";3
10263;"anything.”paige.stjohn@latimes.comTwitter";"2017-04-24 22:24:22";6
10264;"prominent architect";"2017-04-24 22:24:22";3
10265;"Fire Department";"2017-04-24 22:24:22";8
10266;"Another warehouse";"2017-04-24 22:24:23";13
10267;"city administrator";"2017-04-24 22:24:23";3
10268;"Magnolia Street warehouse";"2017-04-24 22:24:24";13
10269;"Greyhound";"2017-04-24 22:24:24";1
10270;"Ship manager";"2017-04-24 22:24:25";3
10271;"Market Street warehouse";"2017-04-24 22:24:25";13
10272;"Oakland housing official";"2017-04-24 22:24:25";3
10273;"Thomas Dolan";"2017-04-24 22:24:25";2
10274;"Rachel Flynn";"2017-04-24 22:24:25";2
10275;"community news publisher";"2017-04-24 22:24:26";4
10276;"Erica Derryck";"2017-04-24 22:24:26";2
10277;"The building";"2017-04-24 22:24:26";13
10278;"city inspector";"2017-04-24 22:24:26";3
10279;"Daniel Thomas";"2017-04-24 22:24:26";2
10280;"paint factories";"2017-04-24 22:24:26";4
10281;"fire systems";"2017-04-24 22:24:27";4
10282;"Magnolia Street";"2017-04-24 22:24:27";1
10283;"Libby Schaaf";"2017-04-24 22:24:27";2
10284;"Competitive Enterprise Institute";"2017-04-24 22:24:32";13
10285;"car salesmen";"2017-04-24 22:24:34";4
10286;"Service Regulations Committee";"2017-04-24 22:24:34";8
10287;"freight rail transportation";"2017-04-24 22:24:34";4
10288;"Competitive Enterprise Institute";"2017-04-24 22:24:35";8
10289;"lethal injection protocol";"2017-04-24 22:24:35";25
10290;"lethal injection protocol";"2017-04-24 22:24:36";4
10291;"WEDNESDAYThe Senate Commerce, Science and Transportation Committee";"2017-04-24 22:24:36";8
10292;"VP for cyber threat intel MORE.";"2017-04-24 22:24:36";3
10293;"BIG STORYThe Obama administration";"2017-04-24 22:24:37";8
10294;"healthcare effort stalls";"2017-04-24 22:24:43";4
10295;"motor carrier";"2017-04-24 22:24:44";4
10296;"Secretary of Agriculture";"2017-04-24 22:24:45";3
10297;"Senate Agriculture, Nutrition and Forestry Committee";"2017-04-24 22:24:46";8
10298;"Sonny Perdue";"2017-04-24 22:24:46";2
10299;"year-old law";"2017-04-24 22:24:59";4
10300;"Shelby County";"2017-04-24 22:25:02";5
10301;"Mazie HironoMazie";"2017-04-24 22:25:04";2
10302;"Richard Posner";"2017-04-24 22:25:04";2
10303;"Youngstown";"2017-04-24 22:25:05";7
10304;"federal races";"2017-04-24 22:25:06";22
10305;"gas tank";"2017-04-24 22:25:06";4
10306;"Thompson R2-J School District";"2017-04-24 22:25:07";8
10307;"steel plant";"2017-04-24 22:25:08";4
10308;"arbitration law";"2017-04-24 22:25:08";4
10309;"Hugo Black";"2017-04-24 22:25:09";2
10310;"Clause";"2017-04-24 22:25:10";1
10311;"Tube Co.";"2017-04-24 22:25:10";1
10312;"7th Circuit Court";"2017-04-24 22:25:10";8
10313;"energy office";"2017-04-24 22:25:11";4
10314;"Sticking";"2017-04-24 22:25:11";2
10315;"senior official";"2017-04-24 22:25:12";3
10316;"circuit court judge";"2017-04-24 22:25:12";3
10317;"David Gregory";"2017-04-24 22:25:16";2
10318;"Michela Gregory";"2017-04-24 22:25:16";2
10319;"Mary Alexander";"2017-04-24 22:25:16";2
10320;"Alameda County Superior Court";"2017-04-24 22:25:16";13
10321;"Kimberly Gregory";"2017-04-24 22:25:17";2
10322;"Alex Vega";"2017-04-24 22:25:17";2
10323;"Alameda County district attorney’s office";"2017-04-24 22:25:17";8
10324;"Alameda County Superior Court";"2017-04-24 22:25:17";8
10325;"Chor Ng";"2017-04-24 22:25:17";2
10326;"New York University School of Law";"2017-04-24 22:25:24";8
10327;"Jesse Romero";"2017-04-24 22:25:25";2
10328;"Barry Friedman";"2017-04-24 22:25:25";2
10329;"Camden";"2017-04-24 22:25:25";7
10330;"2015-00-00";"2017-04-24 22:25:25";32
10331;"Carnell Snell Jr.";"2017-04-24 22:25:25";2
10332;"questions facing law enforcement";"2017-04-24 22:25:25";4
10333;"Rodney King";"2017-04-24 22:25:26";2
10334;"used.”kate.mather@latimes.comTwitter";"2017-04-24 22:25:26";6
10335;"director of the project";"2017-04-24 22:25:26";3
10336;"Tyler Izen";"2017-04-24 22:25:35";2
10337;"senior staff attorney";"2017-04-24 22:25:35";3
10338;"white officer";"2017-04-24 22:25:35";3
10339;"video systems";"2017-04-24 22:25:36";4
10340;"Curren Price";"2017-04-24 22:25:37";2
10341;"Peter Bibring";"2017-04-24 22:25:37";2
10342;"patrol car project";"2017-04-24 22:25:37";4
10343;"major U.S. city";"2017-04-24 22:25:38";3
10344;"Ezell Ford Jr.";"2017-04-24 22:25:38";2
10345;"Merrick Bobb";"2017-04-24 22:25:38";2
10346;"LAPD Chief";"2017-04-24 22:25:39";3
10347;"Christopher Commission";"2017-04-24 22:25:39";8
10348;"said Mayor";"2017-04-24 22:25:39";3
10349;"Redondo Beach";"2017-04-24 22:25:41";15
10350;"said.james.queally@latimes.com";"2017-04-24 22:25:42";6
10351;"Redondo Beach Pier";"2017-04-24 22:25:42";13
10352;"Angeles County";"2017-04-24 22:25:42";5
10353;"Lidia Barillas";"2017-04-24 22:25:43";2
10354;"Los Angeles County Fire Department’s Lifeguard Division";"2017-04-24 22:25:43";8
10355;"Los Angeles County Fire Department";"2017-04-24 22:25:44";8
10356;"AIDS Institute";"2017-04-24 22:25:47";13
10357;"Carl Schmid";"2017-04-24 22:25:48";2
10358;"HIV";"2017-04-24 22:25:48";30
10359;"The AIDS Institute";"2017-04-24 22:25:48";13
10360;"AIDS Institute";"2017-04-24 22:25:49";8
10361;"infection";"2017-04-24 22:25:49";30
10362;"infections";"2017-04-24 22:25:50";30
10363;"number phony sports memorabilia items";"2017-04-24 22:25:54";4
10364;"Housing Trust Fund";"2017-04-24 22:25:54";8
10365;"Cuban government";"2017-04-24 22:25:56";8
10366;"u.s. travel";"2017-04-24 22:25:56";1
